id,created_at,text,length,source,favorites,RT
986046592833736705,2018-04-17 01:00:02,"b""ICYMI, @mandhana_smriti is up to a career high fourth in the @MRFWorldwide ICC Women's ODI Batting Rankings!\n\nRead\xe2\x80\xa6 https://t.co/zL7R4vopgu""",139,TweetDeck,712,44
986016638138048512,2018-04-16 23:01:00,"b'In 87 ODIs he scored 2,717 runs for New Zealand, and for a period in 2000/01 was the third-ranked batsman in the\xe2\x80\xa6 https://t.co/KY9LffGvX5'",137,TweetDeck,672,32
985986190695370752,2018-04-16 21:00:01,"b""Hey @usacricket fans! Did you know you can become a USA Cricket Member? Best thing is, it's absolutely FREE! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nJo\xe2\x80\xa6 https://t.co/LCmtRlPGZe""",140,Media Studio,236,22
985956002817282048,2018-04-16 19:00:03,"b'#OnThisDay in 1878, Tip Foster was born. The only man to captain England in both cricket and football, he holds the\xe2\x80\xa6 https://t.co/2nMjiVKGTi'",140,TweetDeck,819,92
985925790003900418,2018-04-16 17:00:00,"b'With major international cricket on a break, take a look at which global stars have been lighting up the first week\xe2\x80\xa6 https://t.co/F00XkoQbyv'",140,TweetDeck,1775,90
985903148903514113,2018-04-16 15:30:02,b'Nigeria and Ghana each made it two wins from two yesterday at the #WT20 2020 Africa Qualifier A with victories agai\xe2\x80\xa6 https://t.co/YoMYEy32Ui',140,TweetDeck,437,33
985877974003191809,2018-04-16 13:50:00,"b""\xf0\x9f\x91\x9f @DJBravo47 - champion dancer, top all-rounder... @henrygayle's personal shoe fitter!  #ShotOfTheDay https://t.co/RRBjbhx5EG""",125,TweetDeck,5885,321
985863220782161922,2018-04-16 12:51:22,b'What do you make of the Pakistan Test squad to face Ireland and England next month?\n\nhttps://t.co/jUkkkh8n0q https://t.co/KN9NnLB7xW',132,TweetDeck,981,73
985838966892122113,2018-04-16 11:15:00,"b'Remember when @ShaneWarne bungled a catch of Javagal Srinath in 1999, denying @bowlologist a second Test hat-trick?\xe2\x80\xa6 https://t.co/eeaR6LnxrP'",140,Media Studio,487,27
985818834572664832,2018-04-16 09:55:00,"b""The magic of Mujeeb! \n\nAfghanistan's mystery spinner is just 17 years old, but already has some of the biggest name\xe2\x80\xa6 https://t.co/DnXhowQJbA""",140,TweetDeck,1457,87
985802555111477248,2018-04-16 08:50:19,"b'""England are an explosive T20 side""\n\n@imVkohli talks about the influx of Englishmen into the IPL, hailing them as s\xe2\x80\xa6 https://t.co/bibAPIFLDq'",140,TweetDeck,3052,156
985776926043398144,2018-04-16 07:08:28,"b""Williamson and Dhawan fill in for Warner, Russell's 11 sixes, and a few broken records.\n\nHere\xe2\x80\x99s a ready reckoner fo\xe2\x80\xa6 https://t.co/Gb1gLkOsLQ""",140,TweetDeck,988,66
985763106960957440,2018-04-16 06:13:33,"b""In Lord's in 1966, David Holford saved the Test by adding 274 for the sixth wicket with his cousin Garry Sobers. Th\xe2\x80\xa6 https://t.co/KkIehUS0be""",140,TweetDeck,768,50
985735829480976390,2018-04-16 04:25:10,"b'Gayle and Dhoni are turning back the clock!\n\nBetween them, they scored 142 runs off just 77 balls on Sunday! \n\nWhic\xe2\x80\xa6 https://t.co/O8s7Hsp2sH'",140,TweetDeck,4041,227
985707327163596800,2018-04-16 02:31:55,"b""ICYMI! \n\nIn the latest @MRFWorldwide Women's ODI Rankings, India's @mandhana_smriti has stormed into the top five b\xe2\x80\xa6 https://t.co/FUYCUM9ZE3""",140,TweetDeck,2690,169
985664462056316931,2018-04-15 23:41:35,"b'ICYMI! \n\nWith several places in Australia\xe2\x80\x99s Test batting line-up seemingly up for grabs, Aaron Finch demonstrates w\xe2\x80\xa6 https://t.co/2TtC1Brx5c'",140,TweetDeck,722,26
985556310690291712,2018-04-15 16:31:49,"b'Catch up on the action from Day 1 of the ICC World T20 Africa Qualifier A, as Nigeria and Ghana enjoyed strong star\xe2\x80\xa6 https://t.co/CjWMJLY9Tb'",140,TweetDeck,418,21
985555854358392832,2018-04-15 16:30:01,"b""ICYMI: Pakistan have selected five uncapped players for next month's Test tour of Ireland and England \n\nREAD \xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/qWguvlGuEL""",136,TweetDeck,1896,119
985496134607974401,2018-04-15 12:32:42,"b""Plenty of fresh faces in Pakistan's Test squad for Ireland and England. \n\nREAD \xe2\x9e\xa1\xef\xb8\x8f https://t.co/jUkkkhpXRY https://t.co/FNojcjdfQp""",129,Twitter Web Client,1619,68
985414645300117504,2018-04-15 07:08:54,"b'RANKINGS REWIND \xe2\x8f\xaa\n\nIn our latest chapter, we look back at this month in 1996, where the Windies players took \xf0\x9f\x94\x9d spot\xe2\x80\xa6 https://t.co/0kTvA9tmQz'",140,Twitter Web Client,741,23
985373902821122048,2018-04-15 04:27:00,"b""ICYMI: In the latest @MRFWorldwide Women's ODI Rankings, India's @mandhana_smriti has stormed into the top five bat\xe2\x80\xa6 https://t.co/1v9qrUiXv1""",140,Twitter Web Client,1319,82
985313209182810112,2018-04-15 00:25:49,"b'ICYMI: With several places in Australia\xe2\x80\x99s Test batting line-up seemingly up for grabs, @AaronFinch5 demonstrates wh\xe2\x80\xa6 https://t.co/KPUCK786JW'",140,Twitter Web Client,579,21
985231212808634370,2018-04-14 19:00:00,"b""WHAT A CATCH! On @Meergoose11's birthday, we revisit this stunner against South Africa at #WT20 in 2009! \xf0\x9f\x99\x8c https://t.co/AI1xw700pa""",130,Media Studio,1549,148
985201519309066240,2018-04-14 17:02:01,b'India have never won a Test series in Australia.\n\nFind out why Ian Chappell thinks  this could be the year that cha\xe2\x80\xa6 https://t.co/oqfyqMY2dx',140,TweetDeck,1221,65
985170827946504192,2018-04-14 15:00:03,b'Happy birthday to Scotland captain @Meergoose11! He holds the record for the highest score by an associate nation b\xe2\x80\xa6 https://t.co/7cgs3HayzW',140,Media Studio,711,43
985140633382805510,2018-04-14 13:00:04,b'Only eight men have taken a hat-trick at the @cricketworldcup - the latest to do so celebrates his birthday today!\xe2\x80\xa6 https://t.co/ynHtGfnwe0',139,Media Studio,1439,133
985110416559763458,2018-04-14 11:00:00,"b""3 overs. \n6 runs. \n5 wickets! \n\nOne of the greatest bowling spells in #WT20 history!\n\nOn @mdk_gul's birthday, watch\xe2\x80\xa6 https://t.co/jksEzAcbeQ""",140,Media Studio,5014,999
985080218896519169,2018-04-14 09:00:00,"b""A South Africa off-spinner who played 20 Tests and 80 ODIs, he's one of just four men to score a century batting at\xe2\x80\xa6 https://t.co/ekiPRvJiXT""",140,TweetDeck,638,36
985050026572365824,2018-04-14 07:00:02,"b""He's Scotland's talisman and captain, their record run-scorer in ODIs and T20Is and holds the record for the highes\xe2\x80\xa6 https://t.co/uFHkNxUyb2""",140,TweetDeck,559,31
985029855044448257,2018-04-14 05:39:53,"b""Afghanistan's young spin sensation is going places! \xf0\x9f\x91\x80\n\nFrom making a mark in the #U19CWC to snaring Virat Kohli in\xe2\x80\xa6 https://t.co/3sDxsqnr2o""",139,Twitter Web Client,1383,114
985019821329969154,2018-04-14 05:00:00,"b""He's South Africa's record run-scorer in T20Is and is one of eight players to take a hat-trick at the\xe2\x80\xa6 https://t.co/C274GG1yPT""",126,TweetDeck,2348,142
984989621166792704,2018-04-14 03:00:00,"b""The leading wicket taker at #WT20 in 2007 and 2009, he's the third-highest wicket taker in T20Is with a brilliant b\xe2\x80\xa6 https://t.co/CW1KRHhp61""",140,TweetDeck,4839,558
984959424287485952,2018-04-14 01:00:01,"b""With 291 Test wickets and 203 in ODIs, he was one of Australia's top fast bowlers in the 1980s and 90s. \n\nHappy bir\xe2\x80\xa6 https://t.co/Gwxnsy1nh6""",140,TweetDeck,403,33
984944323706802176,2018-04-14 00:00:00,"b'#OnThisDay in 1870, Syd Gregory was born. He played 58 Tests for Australia, 52 of them against England - the most A\xe2\x80\xa6 https://t.co/V1czRKht1C'",140,TweetDeck,277,20
984929474578976770,2018-04-13 23:01:00,"b""His 16/137 for Australia against England at Lord's in 1972 were the best figures by a bowler on Test debut until Na\xe2\x80\xa6 https://t.co/5w2l9c8DzV""",140,TweetDeck,375,20
984899028688125952,2018-04-13 21:00:01,"b'With Smith, Warner and Bancroft out, who has gained an Australia national contract for 2018/19?\xe2\x80\xa6 https://t.co/je36oxHhjp'",120,TweetDeck,527,23
984868322796867584,2018-04-13 18:58:00,"b'The journey towards #WT20 2020 begins for four African sides tomorrow, with Nigeria, Sierra Leone, Ghana and The Ga\xe2\x80\xa6 https://t.co/nJ1Hi05hvz'",140,TweetDeck,690,61
984838643851382787,2018-04-13 17:00:04,"b""The moment Pakistan got one hand on the ICC Champions Trophy! \xf0\x9f\x8f\x86\n\nTo celebrate @iamamirofficial's birthday, revisit\xe2\x80\xa6 https://t.co/9mijX8L55r""",139,Media Studio,8847,2108
984838494135685125,2018-04-13 16:59:29,"b""After getting @henrygayle twice at #CWCQ, Afghanistan's Mujeeb Ur Rahman has added @imVkohli to his victims list!\xe2\x80\xa6 https://t.co/mz8Fy2ExX5""",138,TweetDeck,2748,246
984815429851013121,2018-04-13 15:27:50,"b""He's only faced the white ball for so far for Australia, but @AaronFinch5 isn't giving up on his dream of playing T\xe2\x80\xa6 https://t.co/pAugcxKoQC""",140,TweetDeck,894,31
984786564797620224,2018-04-13 13:33:08,"b""Deepti Sharma is now the third-ranked ODI all-rounder in the @MRFWorldwide Women's Rankings, up three places after\xe2\x80\xa6 https://t.co/rl5rnjUGRs""",139,TweetDeck,823,56
984766148553134080,2018-04-13 12:12:00,"b'With Smith, Warner and Bancroft missing, will India be favourites when they visit Australia next year? Simon Katich\xe2\x80\xa6 https://t.co/ZUrPxlmr7j'",140,TweetDeck,1066,44
984748043013517315,2018-04-13 11:00:03,"b""On @iamamirofficial's birthday, re-live one of his most important bowling spells for Pakistan, claiming the wickets\xe2\x80\xa6 https://t.co/NmTLiOLE53""",140,Media Studio,6544,1519
984737414773182464,2018-04-13 10:17:49,b'Top shots! \xf0\x9f\x93\xb8\n\nHave you seen the photos that were nominated for the MCC-Wisden Cricket Photograph of the Year?\xe2\x80\xa6 https://t.co/d5kX4waCp8',134,TweetDeck,1332,88
984717841822777344,2018-04-13 09:00:03,"b""With England's #CountyChampionship set to kick off today, do you know which South Africa star played for his sixth\xe2\x80\xa6 https://t.co/acJBReI2Wx""",139,TweetDeck,586,28
984704184263106560,2018-04-13 08:05:47,"b""India's @mandhana_smriti is up to a career-high fourth in the @MRFWorldwide Women's ODI Batting Rankings following\xe2\x80\xa6 https://t.co/zb0DcrEmqO""",139,TweetDeck,1241,113
984680332321472512,2018-04-13 06:31:00,"b'""He knows a lot about the game and he thinks a lot about the game.""\n\n@DavidMillerSA12 assesses @ashwinravi99\'s capt\xe2\x80\xa6 https://t.co/HGow2Q6iZJ'",140,TweetDeck,1138,51
984666497057345536,2018-04-13 05:36:01,"b'""Our team coach helped me a lot in becoming more consistent over the past four-five months,\xe2\x80\x9d says @mandhana_smriti,\xe2\x80\xa6 https://t.co/CA4se1D9du'",140,Twitter Web Client,781,45
984657432084451329,2018-04-13 05:00:00,b'95 Test wickets\n57 ODI wickets\n46 T20I wickets\n\nHappy birthday to Pakistan speedster @iamamirofficial! \n\nWhat has b\xe2\x80\xa6 https://t.co/ZvyUZ27HNm',140,TweetDeck,5971,594
984627233087045632,2018-04-13 03:00:00,"b""After India won the #INDvENG ODI series in Nagpur 2-1, here's the latest @MRFWorldwide ICC Women's Team Rankings! https://t.co/7XfIKkKefw""",137,TweetDeck,1144,78
984597036694515713,2018-04-13 01:00:01,"b""One of the fastest bowlers around, he's represented New Zealand in 40 ODIs and 19 T20Is, taking 62 wickets.\n\nHappy\xe2\x80\xa6 https://t.co/PP3gqJQvq8""",139,TweetDeck,1037,42
984567087212314625,2018-04-12 23:01:00,"b'""Humble, hardworking, and also very approachable"" -@Bazmccullum on how the @BLACKCAPS\' ethos is a representation of\xe2\x80\xa6 https://t.co/g0O8SR4yKq'",140,TweetDeck,622,46
984536638905872384,2018-04-12 21:00:01,"b""He hasn't played the format since 2016, but @KieronPollard55 hasn't given up hope of a return to the Windies ODI si\xe2\x80\xa6 https://t.co/WcIT4Fx4Y7""",140,TweetDeck,644,26
984506452919255040,2018-04-12 19:00:04,b'#OnThisDay in 2004 @BrianLara made a record 400* against England in Antigua - will his feat ever be matched? https://t.co/MVpOqwG47u',132,TweetDeck,1588,172
984476237308428288,2018-04-12 17:00:00,"b'Best remembered as an aggressive limited-overs all-rounder for West Indies, he also scored a 93-ball Test century o\xe2\x80\xa6 https://t.co/UpyCASnaVX'",140,TweetDeck,1751,74
984461145380503554,2018-04-12 16:00:02,b'Yesterday @rashidkhan_19 was the inaugural recipient of the title of leading T20 cricketer in the world in the\xe2\x80\xa6 https://t.co/v9ySKAsagu',135,TweetDeck,1039,57
984443463226871808,2018-04-12 14:49:46,"b'Despite never having won a Test series in Australia and only having five wins in 44 Tests there, Simon Katich has l\xe2\x80\xa6 https://t.co/SrUPZcMAUc'",140,TweetDeck,1613,77
984430949831147527,2018-04-12 14:00:02,"b'With the @CountyChamp set to start in England tomorrow, on #ThrowbackThursday we take a look back at some of the qu\xe2\x80\xa6 https://t.co/NgHRsGbn4n'",140,TweetDeck,345,21
984417099052445697,2018-04-12 13:05:00,"b""A brilliant 74* from @M_Raj03 today has taken her past @Lottie2323 to have the most 50+ scores in Women's ODIs!\xe2\x80\xa6 https://t.co/WvwbTzpeW4""",136,TweetDeck,933,90
984409788766408704,2018-04-12 12:35:57,b'Congratulations to the @ICCAcademy for winning the Silver Award for Sports Youth Organization of the Year at the 20\xe2\x80\xa6 https://t.co/8Rb1b9L04h',140,TweetDeck,361,24
984403122759053312,2018-04-12 12:09:28,b'#INDvENG series champions! \xf0\x9f\x8f\x86 https://t.co/IkGFiazNYX',52,TweetDeck,4330,389
984392492186587136,2018-04-12 11:27:13,"b""The Starc family celebration? \n\n@mstarc56's brother @Brandonstarc93 raised the bar with a high jump gold medal at t\xe2\x80\xa6 https://t.co/mdhU03qDrD""",140,TweetDeck,2181,275
984388860544241670,2018-04-12 11:12:48,"b'Record-breaking Raj helped India keep their unbeaten series record against England at home, an 8 wicket win in Nagp\xe2\x80\xa6 https://t.co/0CWUUNhkIZ'",140,TweetDeck,666,53
984377959921475584,2018-04-12 10:29:29,"b""How good has @mandhana_smriti been!? For 181 runs across 3 matches, she's been named the #INDvENG Player of the Ser\xe2\x80\xa6 https://t.co/tqYvYZBMET""",140,TweetDeck,1326,137
984376983210676225,2018-04-12 10:25:36,"b'For an all-round performance that helped India secure a series win, Deepti Sharma is the 3rd ODI Player of the Matc\xe2\x80\xa6 https://t.co/dHtT6mnBok'",140,TweetDeck,758,52
984373234425630720,2018-04-12 10:10:42,"b""Mithali Raj's record half-century seals the series for India!\n\nA brilliant 74* from the captain guides her side to\xe2\x80\xa6 https://t.co/2mVZgHUXI7""",139,TweetDeck,1000,99
984366699070873600,2018-04-12 09:44:44,"b""Congratulations to @M_Raj03 on making her 50th fifty in Women's ODIs! #INDvENG https://t.co/iGcbCvuytI""",102,TweetDeck,1758,187
984361753575337986,2018-04-12 09:25:05,"b'#OnThisDay in 1930, Wilfred Rhodes retired from Test cricket at the age of 52 years, 165 days - he had debuted all\xe2\x80\xa6 https://t.co/JfdytHVS7j'",139,TweetDeck,564,63
984354610444939265,2018-04-12 08:56:42,"b'25 overs into their chase, India are 105/2, needing 97 more runs to seal the series against England. Mithali Raj an\xe2\x80\xa6 https://t.co/VzttGDIdxq'",140,TweetDeck,553,26
984340712723398656,2018-04-12 08:01:28,"b'""The brand of New Zealand cricket is now starting to build up pretty strongly, not just in New Zealand but around t\xe2\x80\xa6 https://t.co/6M2q4ZhhIu'",140,Twitter Web Client,1007,61
984324139128246272,2018-04-12 06:55:37,b'A gutsy 94 by Amy Jones helps England post 201/9 in their 50 overs. \n\nCan India chase it down and secure the three-\xe2\x80\xa6 https://t.co/jxPJntTBLV',140,Twitter Web Client,685,28
984303210734043136,2018-04-12 05:32:27,"b""Quick strikes from Deepti Sharma and Poonam Yadav stall England's progress. After 30 overs, the visitors have reach\xe2\x80\xa6 https://t.co/38tMe9PHyw""",140,Twitter Web Client,463,18
984295046517108737,2018-04-12 05:00:01,"b'778 minutes. \n582 balls. \n43 fours.\n4 sixes. \n\n4\xef\xb8\x8f\xe2\x83\xa30\xef\xb8\x8f\xe2\x83\xa30\xef\xb8\x8f\xe2\x83\xa3 not out!\n\n#OnThisDay in 2004, @BrianLara reclaimed the rec\xe2\x80\xa6 https://t.co/8RxfGj26oW'",140,TweetDeck,3650,556
984288384779563008,2018-04-12 04:33:32,"b'""Whatever opportunity I get, I\xe2\x80\x99m happy"" - @westindies all-rounder Kieron Pollard is delighted his teammates could e\xe2\x80\xa6 https://t.co/gIdmcfSWDc'",140,Twitter Web Client,835,41
984269934095040512,2018-04-12 03:20:13,b'England have won the toss and elected to bat first in the all-important third WODI in Nagpur.\n\nWith the series lock\xe2\x80\xa6 https://t.co/zB13vtALjE',140,Twitter Web Client,901,40
984264851508772864,2018-04-12 03:00:02,"b""India's @M_Raj03 was yesterday named @WisdenAlmanack's leading female cricketer in the world!\xe2\x80\xa6 https://t.co/84BcoCVlIx""",118,TweetDeck,1933,191
984234648514461703,2018-04-12 01:00:01,"b'#OnThisDay in 1917, Vinoo Mankad was born. An India all-rounder, he reached the combo of 100 wickets/1000 runs in 2\xe2\x80\xa6 https://t.co/85Stjc7hPI'",140,TweetDeck,804,63
984204699103457280,2018-04-11 23:01:00,"b'Kane Richardson, Andrew Tye, Jhye Richardson, Marcus Stoinis and Alex Carey are the new names to receive Australia\xe2\x80\xa6 https://t.co/XQ06wVv39H'",139,TweetDeck,685,26
984174251669446657,2018-04-11 21:00:01,"b'Another T20I tri-series is coming your way, with Zimbabwe, Australia and Pakistan to battle it out in Harare in Jul\xe2\x80\xa6 https://t.co/Ps8qJ0RBkV'",140,TweetDeck,2463,240
984144051455737856,2018-04-11 19:00:01,"b""Who would make your cricket commentators XI? Here's one possible line-up...\n\nhttps://t.co/YmueXMlQdP https://t.co/WOffCtRrZO""",124,TweetDeck,361,15
984113864672329728,2018-04-11 17:00:03,"b'ICYMI, the 2018 Asia Cup is to be held in the UAE, not in India as originally planned.\n\nhttps://t.co/pNDhgKcFVc https://t.co/SKsGTGfgUr'",135,TweetDeck,1732,137
984102525711220736,2018-04-11 16:15:00,b'Top shots! \xf0\x9f\x93\xb8 Take a look at the photos that were in the running for the MCC-Wisden Photograph of the Year!\xe2\x80\xa6 https://t.co/Rl5zyolSgA',131,TweetDeck,1754,157
984091209764409345,2018-04-11 15:30:02,"b'Happy birthday to @Ian_Bell! \n\nAs he turns 36 today, take a look back at his highest score in an ICC competition, 9\xe2\x80\xa6 https://t.co/ncwyTgunXx'",140,Media Studio,975,44
984076108483227648,2018-04-11 14:30:02,"b""India's @imVkohli has been named the leading men's cricketer in the world in the latest edition of the\xe2\x80\xa6 https://t.co/Ud0iU17EmE""",127,TweetDeck,4920,643
984058485049516032,2018-04-11 13:20:00,"b""#OnThisDay in 2011 @ShaneRWatson33 made Australia's highest ODI score!\n\nWhich of their top five knocks was your fav\xe2\x80\xa6 https://t.co/xuBrk0l91I""",140,TweetDeck,870,56
984043937743691776,2018-04-11 12:22:12,"b'""I\xe2\x80\x99m in a good condition, I wouldn\xe2\x80\x99t say a hundred per cent, but I\xe2\x80\x99m happy.""\n\n@Russell12A on his recent comeback an\xe2\x80\xa6 https://t.co/74kORk31pL'",140,TweetDeck,1076,58
984028117554618371,2018-04-11 11:19:20,"b'Check out the winner, runners-up and shortlisted entries for the MCC-Wisden Cricket Photograph of the Year!\n\n\xf0\x9f\x93\xb8\xe2\x80\xa6 https://t.co/C8M1I7E5kt'",135,TweetDeck,1189,83
984014752786604034,2018-04-11 10:26:13,"b""Three of @englandcricket's Women's World Cup champions have been named as Wisden's cricketers of the year, with Ind\xe2\x80\xa6 https://t.co/EkEE3zEQPN""",140,TweetDeck,1001,68
984003793032531968,2018-04-11 09:42:40,b'\xf0\x9f\x8f\x86\xf0\x9f\xa4\xb3\xf0\x9f\x98\x84\xf0\x9f\x91\x8d\n\nThis fantastic snap of @KBrunt26 and the @englandcricket team after winning the @cricketworldcup  by\xe2\x80\xa6 https://t.co/ECfT2dvRvv',131,TweetDeck,719,35
983982190932393984,2018-04-11 08:16:50,b'Pakistan stars @babarazam258 and @RealHa55an have been awarded their caps for being named in the ICC ODI Team of th\xe2\x80\xa6 https://t.co/lNKSAf1o4U',140,Twitter for Android,4794,619
983981172937117696,2018-04-11 08:12:47,"b'RT @cricketworldcup: Congratulations to #WWC17 champions @Heatherknight55, @natsciver and @Anya_shrubsole who were named three of the five\xe2\x80\xa6'",139,TweetDeck,0,25
983970524693803008,2018-04-11 07:30:29,"b'How would a team of former players now behind the mic look like? \xf0\x9f\x8e\x99\xef\xb8\x8f\n\nFind out in the latest Elevens, where we look\xe2\x80\xa6 https://t.co/DirGsowggt'",139,Twitter Web Client,405,17
983962861159493633,2018-04-11 07:00:01,"b""He scored centuries against all eight nations he played in Tests, is England's record ODI run scorer and was Player\xe2\x80\xa6 https://t.co/GvW2mGhRKy""",140,TweetDeck,2051,99
983942777976381440,2018-04-11 05:40:13,"b'""This one year, it has made me a different person. I\xe2\x80\x99ve learnt how to be humble,"" says Andre Russell.\n\nHe might be\xe2\x80\xa6 https://t.co/YRoVCBMG95'",139,TweetDeck,1599,77
983902462225604608,2018-04-11 03:00:01,"b""96 balls.\n15 fours.\n15 sixes.\n185 runs! \n\n#OnThisDay in 2011, @ShaneRWatson33 smashed 185*, Australia's highest eve\xe2\x80\xa6 https://t.co/Dt5exiRmPf""",140,TweetDeck,2779,197
983882607812280320,2018-04-11 01:41:08,"b""Five new faces in Cricket Australia's 2018-19 national contract list! \xf0\x9f\x91\x8f\n\nFind out who they are! \xf0\x9f\x94\xbd\xe2\x80\xa6 https://t.co/sgU2un0lwI""",122,TweetDeck,839,27
983872267301113857,2018-04-11 01:00:02,"b""He's one of just two umpires to stand in 200+ ODIs and is best remembered for his eccentric signals including the '\xe2\x80\xa6 https://t.co/YPnQeAoOcc""",140,TweetDeck,6374,550
983842311082622976,2018-04-10 23:01:00,b'Australia quick Pat Cummins faces a battle to be ready for their tour to England in June after being sidelined due\xe2\x80\xa6 https://t.co/0quI2FkMhK',139,TweetDeck,445,15
983780908162428928,2018-04-10 18:57:00,"b""ICYMI, Yasir Shah is out of Pakistan's upcoming Tests against Ireland and England - who do you think they'll pick i\xe2\x80\xa6 https://t.co/pf2q8KyihN""",140,TweetDeck,931,52
983751464542760961,2018-04-10 17:00:01,"b""He's focused on limited-overs cricket for now, but @AlexHales1 hasn't ruled out a return to the red-ball game after\xe2\x80\xa6 https://t.co/ue0H4wdUr4""",140,TweetDeck,563,28
